viagem_id,hotel,cidade,diarias,valor_diaria,valor_hospedagem_realizado,fora_politica_hotel
T000594,Hotel Local,Belo Horizonte,2,224.78,449.56,False
T000595,Accor,Belo Horizonte,2,300.01,600.03,False
T000597,Hotel Local,São Paulo,3,408.06,1224.19,False
T000598,Rede Nacional,Fortaleza,3,257.55,772.64,False
T000599,Accor,Rio de Janeiro,1,360.72,360.72,False
T000601,Hotel Local,São Paulo,1,307.08,307.08,False
T000602,Rede Nacional,Belo Horizonte,6,250.88,1505.26,False
T000603,Accor,Feira de Santana,3,192.64,577.92,False
T000604,Hotel Local,Aracaju,5,255.34,1276.69,False
T000606,Rede Nacional,Curitiba,1,356.31,356.31,True
T000607,Hotel Local,São Paulo,4,381.66,1526.66,False
T000608,Transamerica,são paulo,2,417.83,835.66,False
T000609,Hotel Local,São Paulo,2,279.55,559.1,False
T000610,Transamerica,Brasília,3,332.0,995.99,False
T000611,Transamerica,Porto Alegre,2,296.77,593.55,False
T000612,Transamerica,São Paulo,1,520.18,520.18,True
T000613,Accor,Fortaleza,1,290.03,290.03,False
T000614,Hotel Local,Curitiba,2,204.3,408.6,False
T000615,Hotel Local,Curitiba,4,227.93,911.7,False
T000616,Accor,São Paulo,2,360.35,720.69,False
T000617,Hotel Local,São Paulo,3,417.15,1251.44,False
T000618,Accor,São Paulo,1,530.16,530.16,True
T000619,Intercity,Recife,1,283.42,283.42,False
T000620,Intercity,Campinas,2,294.69,589.39,False
T000621,Hotel Local,São Paulo,2,476.01,952.02,True
T000622,Rede Nacional,Ilhéus,2,236.56,473.12,False
T000623,Hotel Local,Rio de Janeiro,4,401.28,1605.1,False
T000624,Intercity,Feira de Santana,2,221.6,443.21,False
T000626,Accor,Belo Horizonte,3,242.05,726.15,False
T000627,Accor,Campinas,1,317.61,317.61,False
T000628,Hotel Local,São Paulo,3,494.61,1483.83,False
T000629,Hotel Local,Curitiba,4,297.77,1191.08,False
T000630,Rede Nacional,São Paulo,4,362.05,1448.21,False
T000631,Transamerica,São Paulo,3,429.15,1287.44,False
T000632,Intercity,Recife,2,283.74,567.47,False
T000633,Rede Nacional,São Paulo,5,349.95,1749.74,False
T000634,Hotel Local,São Paulo,4,317.75,1271.01,False
T000639,Intercity,Aracaju,1,278.81,278.81,False
T000640,Accor,Brasília,1,454.46,454.46,True
T000641,Transamerica,São Paulo,5,591.61,2958.07,True
T000642,Transamerica,Brasília,1,419.48,419.48,True
T000644,Hotel Local,DF - Brasília,4,235.95,943.81,False
T000645,Accor,Fortaleza,1,310.99,310.99,False
T000647,Hotel Local,São Paulo,3,497.05,1491.15,True
T000648,Accor,São Paulo,3,487.74,1463.22,True
T000649,Rede Nacional,Feira de Santana,1,207.26,207.26,False
T000650,Transamerica,São Paulo,3,474.59,1423.76,True
T000652,Hotel Local,Fortaleza,3,205.55,616.64,False
T000653,Accor,Aracaju,4,311.48,1245.9,False
T000654,Rede Nacional,Brasília,2,332.94,665.88,False
T000655,Rede Nacional,Recife,3,248.57,745.71,False
T000657,Hotel Local,Vitória da Conquista,3,189.52,568.55,False
T000658,Intercity,Belo Horizonte,2,224.27,448.53,False
T000659,Rede Nacional,Recife,2,284.86,569.73,False
T000661,Accor,Recife,3,328.19,984.56,True
T000662,Intercity,Vitória da Conquista,1,260.17,260.17,False
T000664,Hotel Local,Recife,3,279.67,839.0,False
T000665,Hotel Local,Belo Horizonte,1,242.3,242.3,False
T000667,Accor,Brasília,3,445.75,1337.26,True
T000668,Accor,Brasília,5,389.89,1949.45,False
T000670,Transamerica,São Paulo,3,294.0,881.99,False
T000671,Hotel Local,Fortaleza,2,227.08,454.16,False
T000673,Accor,Fortaleza,3,322.3,966.89,False
T000674,Rede Nacional,São Paulo,2,381.59,763.18,False
T000676,Accor,Recife,2,351.8,703.61,True
T000677,Accor,São Paulo,8,395.8,3166.41,False
T000678,Hotel Local,Fortaleza,1,318.57,318.57,False
T000679,Rede Nacional,Rio de Janeiro,3,289.97,869.9,False
T000680,Rede Nacional,Manaus,2,329.28,658.56,False
T000681,Transamerica,Vitória da Conquista,5,355.71,1778.57,True
T000683,Rede Nacional,Campinas,8,352.27,2818.16,False
T000685,Hotel Local,Vitória da Conquista,4,204.18,816.72,False
T000686,Hotel Local,São Paulo,3,363.3,1089.89,False
T000688,Intercity,Curitiba,4,414.21,1656.83,True
T000689,Hotel Local,São Paulo,1,363.88,363.88,False
T000690,Accor,Manaus,2,390.12,780.24,False
T000691,Accor,Curitiba,4,292.62,1170.49,False
T000692,Intercity,Feira de Santana,3,228.22,684.67,False
T000694,Intercity,Brasília,6,402.71,2416.25,False
T000696,Hotel Local,São Paulo,2,443.48,886.96,False
T000697,Hotel Local,São Paulo,4,514.43,2057.71,True
T000698,Rede Nacional,Feira de Santana,4,168.52,674.09,False
T000699,Intercity,Ilhéus,1,253.62,253.62,False
T000700,Hotel Local,Brasília,2,260.84,521.68,False
T000701,Accor,Brasília,4,449.28,1797.13,True
T000702,Rede Nacional,São Paulo,4,361.41,1445.66,False
T000703,Intercity,Vitória da Conquista,3,258.44,775.32,False
T000704,Hotel Local,Brasília,5,366.21,1831.07,False
T000705,Hotel Local,Porto Alegre,1,251.51,251.51,False
T000706,Rede Nacional,São Paulo,2,434.27,868.54,False
T000708,Accor,Manaus,5,402.75,2013.73,True
T000709,Rede Nacional,Belo Horizonte,5,305.78,1528.89,False
T000711,Intercity,Aracaju,2,189.74,379.47,False
T000712,Accor,Aracaju,3,271.24,813.73,False
T000713,Rede Nacional,Belo Horizonte,2,252.63,505.25,False
T000714,Transamerica,Sao Paulo,5,368.72,1843.6,False
T000715,Rede Nacional,Recife,3,233.66,700.97,False
T000716,Accor,São Paulo,1,576.34,576.34,False
T000717,Transamerica,Rio de Janeiro,2,648.4,1296.79,True
T000718,Accor,Recife,1,239.25,239.25,False
T000719,Hotel Local,Recife,2,284.42,568.85,False
T000720,Transamerica,Belo Horizonte,2,334.0,668.0,True
T000721,Rede Nacional,Brasília,1,279.06,279.06,False
T000723,Accor,Aracaju,8,281.46,2251.7,False
T000724,Accor,Vitória da Conquista,1,226.32,226.32,False
T000725,Hotel Local,Feira de Santana,2,184.31,368.62,False
T000726,Hotel Local,Feira de Santana,2,238.21,476.43,False
T000727,Accor,São Paulo,2,568.05,1136.09,True
T000728,Rede Nacional,São Paulo,2,348.58,697.15,False
T000729,Accor,Brasília,2,327.03,654.06,False
T000732,Hotel Local,Rio de Janeiro,1,359.81,359.81,False
T000733,Rede Nacional,Porto Alegre,3,230.19,690.58,False
T000735,Rede Nacional,São Paulo,5,457.22,2286.11,False
T000736,Accor,São Paulo,2,323.91,647.82,False
T000737,Accor,São Paulo,3,443.17,1329.5,False
T000738,Transamerica,Belo Horizonte,2,287.5,575.01,False
T000740,Intercity,Curitiba,3,367.82,1103.45,True
T000741,Rede Nacional,São Paulo,2,354.25,708.5,False
T000743,Intercity,Brasília,3,328.77,986.3,False
T000744,Accor,Curitiba,2,403.11,806.23,True
T000747,Accor,Fortaleza,3,332.73,998.2,False
T000748,Transamerica,Rio de Janeiro,4,416.38,1665.52,False
T000750,Accor,São Paulo,6,495.19,2971.16,True
T000751,Intercity,Rio de Janeiro,3,380.26,1140.79,False
T000752,Rede Nacional,Fortaleza,2,260.84,521.68,False
T000753,Rede Nacional,Ilhéus,3,274.82,824.46,False
T000754,Hotel Local,Fortaleza,2,316.35,632.71,False
T000756,Accor,Campinas,1,383.42,383.42,True
T000757,Hotel Local,Feira de Santana,1,180.14,180.14,False
T000758,Intercity,Belo Horizonte,3,434.96,1304.88,False
T000759,Hotel Local,Brasília,4,215.88,863.54,False
T000760,Accor,Rio de Janeiro,3,454.52,1363.57,True
T000761,Hotel Local,São Paulo,2,342.01,684.02,False
T000762,Hotel Local,Curitiba,2,304.47,608.94,False
T000763,Rede Nacional,Brasília,3,291.43,874.3,False
T000764,Hotel Local,Brasília,3,417.42,1252.27,True
T000765,Intercity,Recife,5,296.57,1482.86,False
T000766,Rede Nacional,Campinas,2,287.31,574.62,False
T000767,Hotel Local,Aracaju,2,222.78,445.55,False
T000768,Accor,Fortaleza,3,345.02,1035.06,False
T000769,Rede Nacional,São Paulo,5,413.13,2065.64,False
T000770,Accor,Curitiba,1,382.22,382.22,False
T000771,Accor,Fortaleza,1,327.29,327.29,False
T000773,Transamerica,São Paulo,2,485.03,970.06,True
T000775,Accor,Campinas,6,410.63,2463.77,False
T000776,Transamerica,São Paulo,5,436.63,2183.13,False
T000777,Intercity,Brasília,3,372.47,1117.4,False
T000778,Intercity,Brasília,4,334.11,1336.45,False
T000779,Accor,Belo Horizonte,2,389.4,778.79,True
T000780,Hotel Local,Recife,1,226.61,226.61,False
T000781,Accor,Fortaleza,2,253.94,507.88,False
T000782,Rede Nacional,São Paulo,3,502.8,1508.41,True
T000783,Hotel Local,Feira de Santana,3,230.93,692.8,False
T000784,Rede Nacional,Rio de Janeiro,5,345.59,1727.95,False
T000786,Intercity,Fortaleza,3,290.75,872.25,False
T000787,Hotel Local,Curitiba,3,286.61,859.82,False
T000788,Hotel Local,Manaus,1,229.6,229.6,False
T000789,Accor,São Paulo,4,479.23,1916.92,True
T000790,Hotel Local,Brasília,1,457.88,457.88,True
T000792,Hotel Local,São Paulo,3,369.37,1108.11,False
T000795,Hotel Local,Curitiba,3,278.87,836.6,False
T000798,Rede Nacional,São Paulo,1,587.16,587.16,False
T000799,Rede Nacional,São Paulo,5,592.53,2962.63,True
T000800,Hotel Local,Campinas,4,353.33,1413.31,False
T000801,Accor,SP - São Paulo,3,347.48,1042.45,False
T000802,Transamerica,São Paulo,1,454.48,454.48,False
T000803,Accor,Curitiba,1,253.94,253.94,False
T000804,Accor,Fortaleza,3,328.78,986.35,False
T000805,Accor,Rio de Janeiro,8,375.27,3002.15,False
T000806,Hotel Local,Belo Horizonte,4,234.38,937.53,False
T000807,Hotel Local,Rio de Janeiro,3,360.07,1080.2,False
T000808,Intercity,Campinas,3,252.26,756.79,False
T000809,Hotel Local,são paulo,4,420.7,1682.8,False
T000810,Hotel Local,Sao Paulo,1,328.01,328.01,False
T000812,Intercity,Manaus,7,364.47,2551.28,False
T000813,Intercity,Porto Alegre,1,293.68,293.68,False
T000814,Hotel Local,Porto Alegre,1,257.97,257.97,False
T000816,Hotel Local,São Paulo,1,364.79,364.79,False
T000817,Rede Nacional,São Paulo,1,381.19,381.19,False
T000818,Rede Nacional,Curitiba,4,315.76,1263.06,False
T000820,Transamerica,Feira de Santana,2,237.2,474.4,False
T000821,Accor,Belo Horizonte,4,315.94,1263.75,False
T000822,Hotel Local,São Paulo,5,388.07,1940.35,False
T000823,Rede Nacional,Ilhéus,2,220.9,441.81,False
T000825,Accor,Rio de Janeiro,5,453.01,2265.04,False
T000826,Hotel Local,Recife,1,293.8,293.8,False
T000827,Rede Nacional,Recife,2,236.43,472.86,False
T000830,Hotel Local,São Paulo,1,262.73,262.73,False
T000831,Rede Nacional,Brasília,1,283.23,283.23,False
T000832,Intercity,Curitiba,2,355.01,710.02,True
T000833,Intercity,Feira de Santana,8,189.34,1514.7,False
T000834,Hotel Local,Belo Horizonte,3,268.25,804.75,False
T000836,Intercity,Feira de Santana,2,194.67,389.33,False
T000837,Transamerica,Brasília,3,414.68,1244.03,True
T000838,Accor,São Paulo,2,372.88,745.77,False
T000839,Hotel Local,São Paulo,2,597.01,1194.03,False
T000840,Transamerica,Brasília,3,386.18,1158.54,False
T000841,Transamerica,Rio de Janeiro,2,440.86,881.72,True
T000844,Hotel Local,Feira de Santana,3,202.93,608.78,False
T000845,Accor,Campinas,2,367.59,735.19,True
T000846,Hotel Local,São Paulo,1,342.24,342.24,False
T000847,Intercity,Manaus,2,259.31,518.62,False
T000849,Accor,Porto Alegre,1,411.6,411.6,True
T000850,Transamerica,Manaus,2,353.22,706.44,False
T000851,Hotel Local,Rio de Janeiro,2,344.32,688.63,False
T000852,Transamerica,São Paulo,2,635.88,1271.77,True
T000855,Transamerica,São Paulo,3,354.65,1063.94,False
T000857,Accor,Brasília,1,340.36,340.36,False
T000859,Hotel Local,Porto Alegre,1,332.49,332.49,False
T000861,Rede Nacional,Brasília,2,281.68,563.35,False
T000862,Rede Nacional,Fortaleza,2,447.81,895.61,False
T000863,Transamerica,Curitiba,4,374.87,1499.48,True
T000864,Transamerica,Ilhéus,2,237.49,474.98,False
T000865,Rede Nacional,São Paulo,4,510.1,2040.39,False
T000866,Accor,Feira de Santana,1,259.82,259.82,True
T000868,Rede Nacional,São Paulo,4,504.9,2019.59,True
T000869,Intercity,Feira de Santana,1,215.37,215.37,False
T000870,Hotel Local,Manaus,2,305.32,610.64,False
T000871,Accor,Porto Alegre,4,372.09,1488.37,False
T000872,Intercity,Manaus,3,263.43,790.3,False
T000874,Rede Nacional,Rio de Janeiro,3,324.92,974.76,False
T000875,Rede Nacional,São Paulo,2,411.25,822.49,False
T000876,Transamerica,São Paulo,4,377.14,1508.56,False
T000877,Hotel Local,Brasília,3,295.2,885.61,False
T000878,Rede Nacional,São Paulo,3,493.84,1481.53,False
T000879,Transamerica,Curitiba,2,274.83,549.65,False
T000880,Accor,Porto Alegre,7,392.89,2750.23,False
T000881,Rede Nacional,São Paulo,1,358.17,358.17,False
T000882,Accor,São Paulo,3,382.56,1147.67,False
T000883,Hotel Local,São Paulo,2,365.71,731.42,False
T000884,Intercity,Manaus,1,286.0,286.0,False
T000885,Intercity,Ilhéus,1,257.93,257.93,False
T000886,Rede Nacional,Brasília,5,237.76,1188.78,False
T000887,Accor,Porto Alegre,1,391.31,391.31,True
T000888,Rede Nacional,Aracaju,3,226.46,679.37,False
T000889,Accor,Brasília,4,375.61,1502.45,False
T000890,Accor,São Paulo,3,400.07,1200.21,False
T000891,Hotel Local,Brasília,2,302.99,605.97,False
T000892,Intercity,Feira de Santana,2,208.96,417.92,False
T000893,Hotel Local,Brasília,2,263.04,526.08,False
T000895,Rede Nacional,Belo Horizonte,3,209.32,627.97,False
T000896,Intercity,Manaus,4,332.98,1331.91,False
T000897,Hotel Local,Brasília,1,296.4,296.4,False
T000898,Hotel Local,Campinas,1,348.4,348.4,False
T000900,Accor,Fortaleza,1,250.29,250.29,False
T000901,Hotel Local,Rio de Janeiro,3,358.77,1076.31,False
T000903,Accor,Rio de Janeiro,2,475.56,951.12,True
T000904,Hotel Local,Manaus,1,233.29,233.29,False
T000905,Rede Nacional,Brasília,1,336.83,336.83,False
T000906,Accor,São Paulo,2,449.6,899.21,False
T000907,Transamerica,São Paulo,4,483.04,1932.14,True
T000908,Accor,Vitória da Conquista,3,267.44,802.31,True
T000910,Hotel Local,São Paulo,1,331.07,331.07,False
T000911,Transamerica,Vitória da Conquista,8,249.47,1995.78,False
T000912,Rede Nacional,Fortaleza,3,268.63,805.89,False
T000913,Hotel Local,Recife,2,280.25,560.49,False
T000914,Hotel Local,São Paulo,1,355.7,355.7,False
T000915,Hotel Local,Porto Alegre,3,591.41,1774.24,True
T000916,Rede Nacional,São Paulo,3,470.69,1412.08,True
T000918,Intercity,Fortaleza,3,303.47,910.41,False
T000919,Transamerica,São Paulo,2,300.49,600.97,False
T000920,Intercity,São Paulo,2,361.98,723.96,False
T000921,Hotel Local,São Paulo,2,394.32,788.65,False
T000922,Accor,Brasília,2,385.39,770.78,False
T000923,Rede Nacional,Belo Horizonte,2,236.99,473.98,False
T000924,Accor,Fortaleza,1,566.5,566.5,True
T000925,Hotel Local,Brasília,2,322.41,644.82,False
T000926,Hotel Local,Feira de Santana,1,263.33,263.33,True
T000927,Rede Nacional,Brasília,1,351.04,351.04,False
T000928,Hotel Local,São Paulo,2,384.98,769.96,False
T000929,Hotel Local,Curitiba,5,262.07,1310.37,False
T000930,Intercity,Fortaleza,3,254.86,764.58,False
T000931,Rede Nacional,Porto Alegre,2,307.31,614.62,False
T000932,Accor,Recife,2,251.13,502.25,False
T000933,Rede Nacional,São Paulo,4,424.56,1698.24,False
T000934,Accor,São Paulo,1,402.0,402.0,False
T000935,Transamerica,Recife,2,328.82,657.64,True
T000938,Accor,Rio de Janeiro,2,338.78,677.55,False
T000939,Hotel Local,São Paulo,2,386.27,772.53,False
T000940,Rede Nacional,Rio de Janeiro,3,273.72,821.17,False
T000941,Hotel Local,Campinas,1,274.49,274.49,False
T000942,Intercity,Recife,3,308.18,924.55,False
T000943,Accor,São Paulo,2,502.23,1004.45,True
T000945,Transamerica,Fortaleza,6,452.69,2716.12,True
T000946,Hotel Local,Fortaleza,4,283.35,1133.39,False
T000947,Accor,Aracaju,1,249.88,249.88,False
T000949,Intercity,Vitória da Conquista,1,208.88,208.88,False
T000951,Accor,Feira de Santana,3,288.92,866.77,False
T000953,Hotel Local,Porto Alegre,4,270.76,1083.04,False
T000954,Rede Nacional,Manaus,2,316.11,632.23,False
T000955,Accor,Porto Alegre,1,413.46,413.46,True
T000956,Intercity,Rio de Janeiro,8,454.38,3635.01,True
T000958,Transamerica,Vitória da Conquista,2,241.28,482.55,False
T000959,Rede Nacional,Campinas,4,323.69,1294.74,False
T000964,Hotel Local,Rio de Janeiro,3,284.11,852.32,False
T000965,Transamerica,São Paulo,4,380.12,1520.49,False
T000966,Transamerica,São Paulo,4,433.07,1732.29,False
T000967,Hotel Local,Manaus,1,298.14,298.14,False
T000968,Hotel Local,Curitiba,9,303.42,2730.74,False
T000969,Hotel Local,Feira de Santana,2,162.37,324.74,False
T000970,Accor,Feira de Santana,3,211.67,635.0,False
T000971,Rede Nacional,Campinas,4,196.8,787.22,False
T000972,Accor,Recife,2,240.04,480.08,False
T000973,Accor,Rio de Janeiro,3,562.79,1688.38,True
T000974,Rede Nacional,Rio de Janeiro,1,268.64,268.64,False
T000975,Hotel Local,Recife,3,229.4,688.19,False
T000976,Hotel Local,Porto Alegre,1,232.93,232.93,False
T000977,Transamerica,Fortaleza,1,336.51,336.51,False
T000978,Accor,Brasília,2,323.04,646.08,False
T000979,Hotel Local,Campinas,4,230.51,922.02,False
T000981,Accor,São Paulo,3,506.05,1518.14,True
T000982,Hotel Local,Aracaju,2,241.07,482.15,False
T000984,Hotel Local,São Paulo,1,324.51,324.51,False
T000985,Hotel Local,São Paulo,1,290.35,290.35,False
T000986,Hotel Local,São Paulo,8,448.91,3591.25,False
T000987,Intercity,Brasília,3,283.4,850.21,False
T000989,Intercity,São Paulo,2,504.67,1009.34,True
T000990,Hotel Local,Rio de Janeiro,1,345.83,345.83,False
T000991,Hotel Local,Brasília,2,298.28,596.56,False
T000992,Hotel Local,São Paulo,4,392.89,1571.55,False
T000993,Rede Nacional,São Paulo,3,465.74,1397.23,True
T000994,Intercity,Brasília,2,335.91,671.82,False
T000995,Rede Nacional,Curitiba,2,254.63,509.25,False
T000996,Hotel Local,Vitória da Conquista,3,173.14,519.43,False
T000997,Accor,Feira de Santana,5,189.55,947.75,False
T000999,Accor,São Paulo,3,466.4,1399.19,True
T001000,Hotel Local,Brasília,4,395.21,1580.82,False
T001002,Hotel Local,Rio de Janeiro,5,286.31,1431.57,False
T001003,Hotel Local,Porto Alegre,3,242.59,727.78,False
T001005,Transamerica,Curitiba,2,383.41,766.82,True
T001006,Hotel Local,Brasília,3,255.13,765.39,False
T001007,Rede Nacional,Feira de Santana,2,186.69,373.39,False
T001008,Rede Nacional,Rio de Janeiro,1,327.45,327.45,False
T001009,Rede Nacional,Manaus,4,291.03,1164.13,False
T001010,Hotel Local,Recife,3,235.06,705.18,False
T001011,Rede Nacional,Feira de Santana,2,184.9,369.8,False
T001012,Accor,Aracaju,1,371.37,371.37,False
T001014,Rede Nacional,Recife,5,268.68,1343.42,False
T001015,Accor,São Paulo,5,437.43,2187.14,False
T001016,Hotel Local,Porto Alegre,4,316.63,1266.53,False
T001017,Hotel Local,São Paulo,3,373.61,1120.82,False
T001019,Intercity,Rio de Janeiro,3,288.85,866.56,False
T001020,Accor,São Paulo,3,470.72,1412.16,False
T001021,Accor,São Paulo,1,630.77,630.77,True
T001022,Hotel Local,São Paulo,3,461.5,1384.5,False
T001023,Intercity,Brasília,3,287.28,861.84,False
T001025,Hotel Local,Feira de Santana,2,228.37,456.73,False
T001026,Transamerica,Rio de Janeiro,1,379.45,379.45,False
T001028,Hotel Local,São Paulo,2,344.82,689.63,False
T001029,Hotel Local,Curitiba,4,236.3,945.21,False
T001030,Hotel Local,Recife,1,313.87,313.87,False
T001031,Rede Nacional,Curitiba,1,260.52,260.52,False
T001032,Intercity,Fortaleza,1,317.21,317.21,False
T001033,Accor,Belo Horizonte,3,369.05,1107.15,True
T001035,Accor,São Paulo,4,431.84,1727.37,False
T001036,Hotel Local,São Paulo,1,310.49,310.49,False
T001037,Rede Nacional,Ilhéus,1,200.35,200.35,False
T001039,Hotel Local,Fortaleza,1,239.45,239.45,False
T001040,Intercity,São Paulo,3,408.33,1224.98,False
T001041,Accor,São Paulo,3,796.75,2390.26,True
T001042,Hotel Local,Feira de Santana,2,191.09,382.19,False
T001044,Transamerica,Fortaleza,1,308.79,308.79,False
T001046,Hotel Local,Aracaju,1,191.86,191.86,False
T001047,Rede Nacional,São Paulo,4,340.13,1360.52,False
T001048,Rede Nacional,Rio de Janeiro,2,375.96,751.92,False
T001049,Hotel Local,Campinas,3,318.77,956.32,False
T001050,Intercity,Manaus,1,331.51,331.51,False
T001051,Accor,São Paulo,3,421.73,1265.19,False
T001052,Intercity,Fortaleza,1,298.46,298.46,False
T001053,Hotel Local,Belo Horizonte,2,277.55,555.1,False
T001056,Transamerica,Belo Horizonte,3,276.48,829.43,False
T001057,Intercity,Aracaju,3,167.7,503.09,False
T001059,Hotel Local,Belo Horizonte,3,239.08,717.24,False
T001061,Hotel Local,São Paulo,3,389.28,1167.84,False
T001062,Hotel Local,Brasília,4,405.48,1621.91,False
T001063,Intercity,Curitiba,2,222.86,445.72,False
T001064,Intercity,São Paulo,1,430.93,430.93,False
T001065,Hotel Local,Porto Alegre,1,230.31,230.31,False
T001066,Hotel Local,Recife,1,258.03,258.03,False
T001067,Intercity,Fortaleza,2,329.61,659.22,False
T001068,Accor,Brasília,2,363.54,727.07,False
T001069,Hotel Local,São Paulo,1,306.58,306.58,False
T001070,Intercity,Belo Horizonte,1,314.77,314.77,False
